entry_id	idx	text
歸|归|gui1	8	division on the abacus with a one-digit divisor
死|死|si3	0	to die
死|死|si3	1	impassable
死|死|si3	2	uncrossable
死|死|si3	3	inflexible
死|死|si3	4	rigid
死|死|si3	5	extremely
死|死|si3	6	damned
死亡|死亡|si3 wang2	0	to die
死亡|死亡|si3 wang2	1	death
段|段|duan4	0	paragraph
段|段|duan4	1	section
段|段|duan4	2	segment
段|段|duan4	3	stage (of a process)
段|段|duan4	4	classifier for stories, periods of time, lengths of thread etc
殺|杀|sha1	0	to kill; to slay; to murder; to attack
殺|杀|sha1	1	to weaken; to reduce
殺|杀|sha1	2	(dialect) to smart
殺|杀|sha1	3	(used after a verb) extremely
殺害|杀害|sha1 hai4	0	to murder
殺死|杀死|sha1 si3	0	to kill
毀|毁|hui3	0	to destroy; to ruin
毀|毁|hui3	1	to defame; to slander
母|母|mu3	0	mother
母|母|mu3	1	elderly female relative
母|母|mu3	2	origin
母|母|mu3	3	source
母|母|mu3	4	(of animals) female
母親|母亲|mu3 qin1	0	mother
每|每|mei3	0	each
每|每|mei3	1	every
每個|每个|mei3 ge4	0	each; every
每天|每天|mei3 tian1	0	every day
每年|每年|mei3 nian2	0	every year
每年|每年|mei3 nian2	1	each year
每年|每年|mei3 nian2	2	yearly
毒|毒|du2	0	poison
毒|毒|du2	1	to poison
毒|毒|du2	2	poisonous
毒|毒|du2	3	malicious
毒|毒|du2	4	cruel
毒|毒|du2	5	fierce
毒|毒|du2	6	narcotics
比|比|bi3	0	to compare
比|比|bi3	1	(followed by a noun and adjective) more {adj.} than {noun}
比|比|bi3	2	ratio
比|比|bi3	3	to gesture
比|比|bi3	4	(Taiwan pr. [bi4] in some compounds derived from Classical Chinese)
比如|比如|bi3 ru2	0	for example; for instance; such as
比賽|比赛|bi3 sai4	0	competition (sports etc)
比賽|比赛|bi3 sai4	1	match
比賽|比赛|bi3 sai4	2	CL:場|场[chang3],次[ci4]
比賽|比赛|bi3 sai4	3	to compete
比較|比较|bi3 jiao4	0	to compare
比較|比较|bi3 jiao4	1	to contrast
比較|比较|bi3 jiao4	2	comparatively
比較|比较|bi3 jiao4	3	relatively
比較|比较|bi3 jiao4	4	quite
比較|比较|bi3 jiao4	5	comparison
毛|毛|mao2	0	hair
毛|毛|mao2	1	feather
毛|毛|mao2	2	down
毛|毛|mao2	3	wool
毛|毛|mao2	4	mildew
毛|毛|mao2	5	mold
毛|毛|mao2	6	coarse or semifinished
毛|毛|mao2	7	young
毛|毛|mao2	8	raw
毛|毛|mao2	9	careless
毛|毛|mao2	10	unthinking
毛|毛|mao2	11	nervous
毛|毛|mao2	12	scared
毛|毛|mao2	13	(of currency) to devalue or depreciate
毛|毛|mao2	14	classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])
民|民|min2	0	(bound form) the people
民|民|min2	1	inhabitants of a country
民主|民主|min2 zhu3	0	democracy
民主|民主|min2 zhu3	1	democratic
水平|水平|shui3 ping2	0	horizontal; level
水平|水平|shui3 ping2	1	a standard; a level (of ability, development etc)
永遠|永远|yong3 yuan3	0	forever
永遠|永远|yong3 yuan3	1	eternal
求|求|qiu2	0	to seek
求|求|qiu2	1	to look for
求|求|qiu2	2	to request
求|求|qiu2	3	to demand
求|求|qiu2	4	to beseech
決定|决定|jue2 ding4	0	to decide; to determine; to make up one's mind
決定|决定|jue2 ding4	1	decision (CL:個|个[ge4],項|项[xiang4])
汽車|汽车|qi4 che1	0	car
汽車|汽车|qi4 che1	1	automobile
汽車|汽车|qi4 che1	2	bus
汽車|汽车|qi4 che1	3	CL:輛|辆[liang4]
沒|没|mei2	0	(negative prefix for verbs) have not; not
沒|没|mo4	0	drowned
沒|没|mo4	1	to end
沒|没|mo4	2	to die
沒|没|mo4	3	to inundate
沒有|没有|mei2 you3	0	haven't
沒有|没有|mei2 you3	1	hasn't
沒有|没有|mei2 you3	2	doesn't exist
沒有|没有|mei2 you3	3	to not have
沒有|没有|mei2 you3	4	to not be
沖|冲|chong1	0	(of water) to dash against
沖|冲|chong1	1	to mix with water
沖|冲|chong1	2	to infuse
沖|冲|chong1	3	to rinse
沖|冲|chong1	4	to flush
沖|冲|chong1	5	to develop (a film)
沖|冲|chong1	6	to rise in the air
沖|冲|chong1	7	to clash
沖|冲|chong1	8	to collide with
沙|沙|sha1	0	granule
沙|沙|sha1	1	hoarse
沙|沙|sha1	2	raspy
沙|沙|sha1	3	sand
沙|沙|sha1	4	powder
沙|沙|sha1	5	CL:粒[li4]
沙|沙|sha1	6	abbr. for Tsar or Tsarist Russia
沙|沙|sha4	0	(dialect) to sift; to sieve
河|河|he2	0	river (CL:條|条[tiao2],道[dao4])
河|河|he2	1	(bound form) the Yellow River
河|河|he2	2	(bound form) the Milky Way
河|河|he2	3	(bound form) (on restaurant menus) rice noodles 河粉[he2 fen3]
油|油|you2	0	oil
油|油|you2	1	fat
油|油|you2	2	grease
油|油|you2	3	petroleum
油|油|you2	4	to apply tung oil, paint or varnish
油|油|you2	5	oily
油|油|you2	6	greasy
油|油|you2	7	glib
油|油|you2	8	cunning
治|治|zhi4	0	to rule
治|治|zhi4	1	to govern
治|治|zhi4	2	to manage
治|治|zhi4	3	to control
治|治|zhi4	4	to harness (a river)
治|治|zhi4	5	to treat (a disease)
治|治|zhi4	6	to wipe out (a pest)
治|治|zhi4	7	to punish
治|治|zhi4	8	to research
治療|治疗|zhi4 liao2	0	to treat (an illness)
治療|治疗|zhi4 liao2	1	medical treatment
治療|治疗|zhi4 liao2	2	therapy
法|法|fa3	0	law
法|法|fa3	1	method
法|法|fa3	2	way
法|法|fa3	3	to emulate
法|法|fa3	4	(Buddhism) dharma
法|法|fa3	5	(abbr. for 法家[Fa3 jia1]) the Legalists
法|法|fa3	6	(physics) farad (abbr. for 法拉[fa3 la1])
法官|法官|fa3 guan1	0	judge (in court)
法庭|法庭|fa3 ting2	0	court of law
法律|法律|fa3 lu:4	0	law
法律|法律|fa3 lu:4	1	CL:條|条[tiao2], 套[tao4], 個|个[ge4]
法院|法院|fa3 yuan4	0	court of law
法院|法院|fa3 yuan4	1	court
波|波|bo1	0	wave
波|波|bo1	1	ripple
波|波|bo1	2	storm
波|波|bo1	3	surge
注|注|zhu4	0	(bound form) to pour into; to flow into; to inject
注|注|zhu4	1	(bound form) to focus (one's spirit, gaze etc) on a single point; to concentrate
注|注|zhu4	2	(bound form) stake (in gambling)
注|注|zhu4	3	classifier for stakes, sums of money, transactions or beams of light
注|注|zhu4	4	variant of 註|注[zhu4]
注意|注意|zhu4 yi4	0	to take note of; to pay attention to
泰|泰|tai4	0	safe
泰|泰|tai4	1	peaceful
泰|泰|tai4	2	most
泰|泰|tai4	3	grand
洞|洞|dong4	0	cave
洞|洞|dong4	1	hole
洞|洞|dong4	2	zero (unambiguous spoken form when spelling out numbers)
洞|洞|dong4	3	CL:個|个[ge4]
活|活|huo2	0	to live
活|活|huo2	1	alive
活|活|huo2	2	living
活|活|huo2	3	work
活|活|huo2	4	workmanship
活動|活动|huo2 dong4	0	to exercise; to move about; to work out
活動|活动|huo2 dong4	1	shaky; unsteady; loose (tooth etc)
活動|活动|huo2 dong4	2	movable; flexible; liquid (capital etc)
活動|活动|huo2 dong4	3	(volcanic, seismic, economic etc) activity
活動|活动|huo2 dong4	4	(outdoor etc) activity; event; (political) campaign; (military) maneuver (CL:項|项[xiang4])
活動|活动|huo2 dong4	5	to use personal influence, connections, bribes etc
派|派|pai4	0	(literary) tributary; branch of a river
派|派|pai4	1	clique; school; group; faction
派|派|pai4	2	(bound form) style; manner
派|派|pai4	3	to send (a person or resource); to dispatch; to allocate (a resource or task); to appoint (sb)
派|派|pai4	4	classifier for factions, groups etc
派|派|pai4	5	(preceded by 一[yi1]) classifier used in characterizing a scene, atmosphere, demeanor, sound, remark etc
派|派|pai4	6	(loanword) pi (Greek letter Π, π); the circular ratio 𝜋 = 3.14159...
派|派|pai4	7	(loanword) pie
流|流|liu2	0	to flow
流|流|liu2	1	to disseminate
流|流|liu2	2	to circulate or spread
流|流|liu2	3	to move or drift
流|流|liu2	4	to degenerate
流|流|liu2	5	to banish or send into exile
流|流|liu2	6	stream of water or sth resembling one
流|流|liu2	7	class, rate or grade
流行|流行|liu2 xing2	0	(of a contagious disease etc) to spread; to propagate
流行|流行|liu2 xing2	1	(of a style of clothing, song etc) popular; fashionable
海軍|海军|hai3 jun1	0	navy
消失|消失|xiao1 shi1	0	to disappear; to fade away
消息|消息|xiao1 xi5	0	(piece of) news; information
消息|消息|xiao1 xi5	1	message
消息|消息|xiao1 xi5	2	CL:條|条[tiao2]
深|深|shen1	0	(lit. and fig.) deep
混|混|hun2	0	muddy; turbid (variant of 渾|浑[hun2])
混|混|hun2	1	brainless; foolish (variant of 渾|浑[hun2])
混|混|hun2	2	Taiwan pr. [hun4]
混|混|hun4	0	to mix
混|混|hun4	1	to mingle
混|混|hun4	2	muddled
混|混|hun4	3	to drift along
混|混|hun4	4	to muddle along
混|混|hun4	5	to pass for
混|混|hun4	6	to get along with sb
混|混|hun4	7	thoughtless
混|混|hun4	8	reckless
混亂|混乱|hun4 luan4	0	confused; chaotic; disorderly
清|清|qing1	0	(of water etc) clear; clean
清|清|qing1	1	quiet; still
清|清|qing1	2	pure; uncorrupted
清|清|qing1	3	clear; distinct
清|清|qing1	4	to clear; to settle (accounts)
清楚|清楚|qing1 chu5	0	clear
清楚|清楚|qing1 chu5	1	distinct
清楚|清楚|qing1 chu5	2	to understand thoroughly
清楚|清楚|qing1 chu5	3	to be clear about
減少|减少|jian3 shao3	0	to lessen; to decrease; to reduce; to lower
測試|测试|ce4 shi4	0	to test (machinery etc)
測試|测试|ce4 shi4	1	to test (a person's skill in a particular area)
測試|测试|ce4 shi4	2	a test
測試|测试|ce4 shi4	3	(computing) beta (version of software)
港|港|gang3	0	harbor
港|港|gang3	1	port
港|港|gang3	2	CL:個|个[ge4]
游|游|you2	0	to swim
游|游|you2	1	variant of 遊|游[you2]
湖|湖|hu2	0	lake
湯|汤|shang1	0	rushing current
湯|汤|tang1	0	soup
湯|汤|tang1	1	hot or boiling water
湯|汤|tang1	2	decoction of medicinal herbs
湯|汤|tang1	3	water in which sth has been boiled
準|准|zhun3	0	accurate
準|准|zhun3	1	standard
準|准|zhun3	2	definitely
準|准|zhun3	3	certainly
準|准|zhun3	4	about to become (bride, son-in-law etc)
準|准|zhun3	5	quasi-
準|准|zhun3	6	para-
準備|准备|zhun3 bei4	0	preparation
準備|准备|zhun3 bei4	1	to prepare
準備|准备|zhun3 bei4	2	to intend
準備|准备|zhun3 bei4	3	to be about to
準備|准备|zhun3 bei4	4	reserve (fund)
滅|灭|mie4	0	to extinguish or put out
滅|灭|mie4	1	to go out (of a fire etc)
滅|灭|mie4	2	to exterminate or wipe out
滅|灭|mie4	3	to drown
滿|满|man3	0	to fill
滿|满|man3	1	full
滿|满|man3	2	filled
滿|满|man3	3	packed
滿|满|man3	4	fully
滿|满|man3	5	completely
滿|满|man3	6	quite
滿|满|man3	7	to reach the limit
滿|满|man3	8	to satisfy
滿|满|man3	9	satisfied
滿|满|man3	10	contented
滿足|满足|man3 zu2	0	to satisfy
滿足|满足|man3 zu2	1	to meet (the needs of)
滿足|满足|man3 zu2	2	satisfied
滿足|满足|man3 zu2	3	content
演|演|yan3	0	to perform (a play etc); to stage (a show)
演|演|yan3	1	(bound form) to develop; to play out; to carry out (a task)
演出|演出|yan3 chu1	0	to act (in a play)
演出|演出|yan3 chu1	1	to perform
演出|演出|yan3 chu1	2	to put on (a performance)
演出|演出|yan3 chu1	3	performance
演出|演出|yan3 chu1	4	concert
演出|演出|yan3 chu1	5	show
演出|演出|yan3 chu1	6	CL:場|场[chang3],次[ci4]
演員|演员|yan3 yuan2	0	actor; actress; performer
演唱|演唱|yan3 chang4	0	to sing (for an audience)
演唱|演唱|yan3 chang4	1	vocal performance
演唱會|演唱会|yan3 chang4 hui4	0	vocal recital or concert
演奏|演奏|yan3 zou4	0	to perform on a musical instrument
漢|汉|han4	0	man
漫畫|漫画|man4 hua4	0	caricature
漫畫|漫画|man4 hua4	1	cartoon
漫畫|漫画|man4 hua4	2	Japanese manga
灣|湾|wan1	0	bay
灣|湾|wan1	1	gulf
灣|湾|wan1	2	to cast anchor
灣|湾|wan1	3	to moor (a boat)
火|火|huo3	0	fire
火|火|huo3	1	urgent
火|火|huo3	2	ammunition
火|火|huo3	3	fiery or flaming
火|火|huo3	4	internal heat (Chinese medicine)
火|火|huo3	5	hot (popular)
火|火|huo3	6	classifier for military units (old)
火|火|huo3	7	Kangxi radical 86
炸彈|炸弹|zha4 dan4	0	bomb
炸彈|炸弹|zha4 dan4	1	CL:枚[mei2],顆|颗[ke1]
為|为|wei2	0	as (in the capacity of)
為|为|wei2	1	to take sth as
為|为|wei2	2	to act as
為|为|wei2	3	to serve as
為|为|wei2	4	to behave as
為|为|wei2	5	to become
為|为|wei2	6	to be
為|为|wei2	7	to do
為|为|wei2	8	by (in the passive voice)
為|为|wei4	0	because of
為|为|wei4	1	for
為|为|wei4	2	to
為了|为了|wei4 le5	0	for; for the purpose of; in order to
為什麼|为什么|wei4 shen2 me5	0	why?
為什麼|为什么|wei4 shen2 me5	1	for what reason?
為止|为止|wei2 zhi3	0	until
為止|为止|wei2 zhi3	1	(used in combination with words like 到[dao4] or 至[zhi4] in constructs of the form 到...為止|到...为止)
無|无|wu2	0	not to have
無|无|wu2	1	no
無|无|wu2	2	none
無|无|wu2	3	not
無|无|wu2	4	to lack
無|无|wu2	5	un-
無|无|wu2	6	-less
無法|无法|wu2 fa3	0	unable to; incapable of
無論|无论|wu2 lun4	0	no matter what or how
無論|无论|wu2 lun4	1	regardless of whether...
然|然|ran2	0	correct
然|然|ran2	1	right
然|然|ran2	2	so
然|然|ran2	3	thus
然|然|ran2	4	like this
然|然|ran2	5	-ly
然後|然后|ran2 hou4	0	then; after that; afterwards
然而|然而|ran2 er2	0	however; but; yet
照|照|zhao4	0	according to
照|照|zhao4	1	in accordance with
照|照|zhao4	2	to shine
照|照|zhao4	3	to illuminate
照|照|zhao4	4	to reflect
照|照|zhao4	5	to look at (one's reflection)
照|照|zhao4	6	to take (a photo)
照|照|zhao4	7	photo
照|照|zhao4	8	as requested
照|照|zhao4	9	as before
照片|照片|zhao4 pian4	0	photograph
照片|照片|zhao4 pian4	1	CL:張|张[zhang1],幅[fu2]
熊|熊|xiong2	0	bear
熊|熊|xiong2	1	(coll.) to scold; to rebuke
熊|熊|xiong2	2	(coll.) weak; incapable
熱|热|re4	0	to warm up
熱|热|re4	1	to heat up
熱|热|re4	2	hot (of weather)
熱|热|re4	3	heat
熱|热|re4	4	fervent
燈|灯|deng1	0	lamp
燈|灯|deng1	1	light
燈|灯|deng1	2	lantern
燈|灯|deng1	3	CL:盞|盏[zhan3]
燒|烧|shao1	0	to burn; to set on fire
燒|烧|shao1	1	to heat (over a fire); to boil (water, tea etc)
燒|烧|shao1	2	to braise
燒|烧|shao1	3	to cook; to prepare food
燒|烧|shao1	4	to run a fever
燒|烧|shao1	5	fever
燒|烧|shao1	6	(coll.) to become full of oneself; to get carried away
營|营|ying2	0	camp
營|营|ying2	1	barracks
營|营|ying2	2	battalion
營|营|ying2	3	to build
營|营|ying2	4	to operate
營|营|ying2	5	to manage
營|营|ying2	6	to strive for
爆炸|爆炸|bao4 zha4	0	explosion
爆炸|爆炸|bao4 zha4	1	to explode
爆炸|爆炸|bao4 zha4	2	to blow up
爆炸|爆炸|bao4 zha4	3	to detonate
爆發|爆发|bao4 fa1	0	to break out; to erupt; to explode; to burst out
爭取|争取|zheng1 qu3	0	to fight for
爭取|争取|zheng1 qu3	1	to strive for
爭取|争取|zheng1 qu3	2	to win over
父|父|fu4	0	(bound form) father
父|父|fu4	1	(bound form) male relative of father's generation (as in 伯父[bo2 fu4])
父|父|fu4	2	(computing) (bound form) parent-
父母|父母|fu4 mu3	0	father and mother; parents
父親|父亲|fu4 qin1	0	father
父親|父亲|fu4 qin1	1	also pr. [fu4 qin5]
父親|父亲|fu4 qin1	2	CL:個|个[ge4]
牆|墙|qiang2	0	wall (CL:面[mian4],堵[du3])
牆|墙|qiang2	1	(slang) to block (a website) (usu. in the passive: 被牆|被墙[bei4 qiang2])
片|片|pian1	0	disk
片|片|pian1	1	sheet
片|片|pian4	0	thin piece
片|片|pian4	1	flake
片|片|pian4	2	a slice
片|片|pian4	3	film
片|片|pian4	4	TV play
片|片|pian4	5	to slice
片|片|pian4	6	to carve thin
片|片|pian4	7	partial
片|片|pian4	8	incomplete
片|片|pian4	9	one-sided
片|片|pian4	10	classifier for slices, tablets, tract of land, area of water
片|片|pian4	11	classifier for CDs, movies, DVDs etc
片|片|pian4	12	used with numeral 一[yi1]: classifier for scenario, scene, feeling, atmosphere, sound etc
片|片|pian4	13	Kangxi radical 91
版|版|ban3	0	a register
版|版|ban3	1	block of printing
版|版|ban3	2	edition
版|版|ban3	3	version
版|版|ban3	4	page
版本|版本|ban3 ben3	0	version
版本|版本|ban3 ben3	1	edition
版本|版本|ban3 ben3	2	release
牌|牌|pai2	0	signboard; plaque; plate; tablet (CL:塊|块[kuai4])
牌|牌|pai2	1	brand; trademark
牌|牌|pai2	2	mahjong tile; domino; playing card (CL:張|张[zhang1])
牌|牌|pai2	3	(bound form) fixed pattern for lyrics or set melody in classical poetry or music (used in 詞牌|词牌[ci2 pai2] and 曲牌[qu3 pai2])
牛|牛|niu2	0	ox
牛|牛|niu2	1	cow
牛|牛|niu2	2	bull
牛|牛|niu2	3	CL:條|条[tiao2],頭|头[tou2]
牛|牛|niu2	4	newton (abbr. for 牛頓|牛顿[niu2 dun4])
牛|牛|niu2	5	(slang) awesome
牠|它|ta1	0	it (pronoun for an animal)
物|物|wu4	0	(bound form) thing
物|物|wu4	1	(literary) the outside world as distinct from oneself; people other than oneself
物質|物质|wu4 zhi4	0	matter
物質|物质|wu4 zhi4	1	substance
物質|物质|wu4 zhi4	2	material
物質|物质|wu4 zhi4	3	materialistic
物質|物质|wu4 zhi4	4	CL:個|个[ge4]
特|特|te4	0	special
特|特|te4	1	unique
特|特|te4	2	distinguished
特|特|te4	3	especially
特|特|te4	4	unusual
特|特|te4	5	very
特|特|te4	6	abbr. for 特克斯[te4 ke4 si1], tex
特別|特别|te4 bie2	0	unusual; special
特別|特别|te4 bie2	1	very; especially; particularly
特別|特别|te4 bie2	2	expressly; for a specific purpose
特別|特别|te4 bie2	3	(often followed by 是[shi4]) in particular
特殊|特殊|te4 shu1	0	special
特殊|特殊|te4 shu1	1	particular
特殊|特殊|te4 shu1	2	unusual
特殊|特殊|te4 shu1	3	extraordinary
犯|犯|fan4	0	to violate
犯|犯|fan4	1	to offend
犯|犯|fan4	2	to assault
犯|犯|fan4	3	criminal
犯|犯|fan4	4	crime
犯|犯|fan4	5	to make a mistake
犯|犯|fan4	6	recurrence (of mistake or sth bad)
犯罪|犯罪|fan4 zui4	0	to commit a crime
犯罪|犯罪|fan4 zui4	1	crime; offense
狀|状|zhuang4	0	(bound form) form; appearance; shape
狀|状|zhuang4	1	(bound form) state; condition
狀|状|zhuang4	2	(bound form) to describe
狀|状|zhuang4	3	(bound form) written complaint; lawsuit
狀|状|zhuang4	4	(bound form) certificate
狀態|状态|zhuang4 tai4	0	condition; state; state of affairs
狀況|状况|zhuang4 kuang4	0	condition; state; situation
狗|狗|gou3	0	dog
狗|狗|gou3	1	CL:隻|只[zhi1],條|条[tiao2]
狼|狼|lang2	0	wolf
狼|狼|lang2	1	CL:匹[pi3],隻|只[zhi1],條|条[tiao2]
獎|奖|jiang3	0	prize; award; bonus; reward
獎|奖|jiang3	1	(bound form) to encourage; to commend; to praise
獎|奖|jiang3	2	to award; to give as a reward
獨立|独立|du2 li4	0	independent
獨立|独立|du2 li4	1	independence
獨立|独立|du2 li4	2	to stand alone
獲|获|huo4	0	(literary) to catch; to capture
獲|获|huo4	1	(literary) to get; to obtain; to win
獲得|获得|huo4 de2	0	to obtain; to receive; to get
率|率|lu:4	0	(bound form) ratio; rate; proportion
率|率|shuai4	0	to lead
率|率|shuai4	1	to command
率|率|shuai4	2	rash
率|率|shuai4	3	hasty
率|率|shuai4	4	frank
率|率|shuai4	5	straightforward
率|率|shuai4	6	generally
率|率|shuai4	7	usually
王|王|wang2	0	king or monarch
王|王|wang2	1	best or strongest of its type
王|王|wang2	2	grand
王|王|wang2	3	great
王|王|wang4	0	(literary) (of a monarch) to reign over (a kingdom)
王國|王国|wang2 guo2	0	kingdom
王國|王国|wang2 guo2	1	realm
王子|王子|wang2 zi3	0	prince
王子|王子|wang2 zi3	1	son of a king
玩|玩|wan2	0	to play
玩|玩|wan2	1	to have fun
玩|玩|wan2	2	to trifle with
玩|玩|wan2	3	toy
玩|玩|wan2	4	sth used for amusement
玩|玩|wan2	5	curio or antique (Taiwan pr. [wan4])
玩|玩|wan2	6	to keep sth for entertainment
玻璃|玻璃|bo1 li5	0	glass
玻璃|玻璃|bo1 li5	1	CL:張|张[zhang1],塊|块[kuai4]
玻璃|玻璃|bo1 li5	2	(slang) male homosexual
班|班|ban1	0	team; class; grade
班|班|ban1	1	(military) squad
班|班|ban1	2	work shift
班|班|ban1	3	classifier for groups of people and scheduled transport vehicles
現|现|xian4	0	to appear
現|现|xian4	1	present
現|现|xian4	2	now
現|现|xian4	3	existing
現|现|xian4	4	current
現代|现代|xian4 dai4	0	modern times
現代|现代|xian4 dai4	1	modern age
現代|现代|xian4 dai4	2	modern era
現在|现在|xian4 zai4	0	now; at present; currently
現場|现场|xian4 chang3	0	the scene (of a crime, accident etc)
現場|现场|xian4 chang3	1	(on) the spot
現場|现场|xian4 chang3	2	(at) the site
現實|现实|xian4 shi2	0	reality; actuality
現實|现实|xian4 shi2	1	real; actual
現實|现实|xian4 shi2	2	realistic; pragmatic; materialistic; self-interested
現象|现象|xian4 xiang4	0	phenomenon
現象|现象|xian4 xiang4	1	CL:個|个[ge4],種|种[zhong3]
現象|现象|xian4 xiang4	2	appearance
球|球|qiu2	0	ball
球|球|qiu2	1	sphere
球|球|qiu2	2	globe
球|球|qiu2	3	CL:個|个[ge4]
球|球|qiu2	4	ball game
球|球|qiu2	5	match
球|球|qiu2	6	CL:場|场[chang3]
球隊|球队|qiu2 dui4	0	sports team (basketball, soccer, football etc)
理|理|li3	0	texture
理|理|li3	1	grain (of wood)
理|理|li3	2	inner essence
理|理|li3	3	intrinsic order
理|理|li3	4	reason
理|理|li3	5	logic
理|理|li3	6	truth
理|理|li3	7	science
理|理|li3	8	natural science (esp. physics)
理|理|li3	9	to manage
理|理|li3	10	to pay attention to
理|理|li3	11	to run (affairs)
理|理|li3	12	to handle
理|理|li3	13	to put in order
理|理|li3	14	to tidy up
理由|理由|li3 you2	0	reason
理由|理由|li3 you2	1	grounds
理由|理由|li3 you2	2	justification
理由|理由|li3 you2	3	CL:個|个[ge4]
理解|理解|li3 jie3	0	to comprehend; to understand
理論|理论|li3 lun4	0	theory
理論|理论|li3 lun4	1	CL:個|个[ge4]
理論|理论|li3 lun4	2	to argue
理論|理论|li3 lun4	3	to take notice of
瑞|瑞|rui4	0	lucky
瑞|瑞|rui4	1	auspicious
瑞|瑞|rui4	2	propitious
瑞|瑞|rui4	3	rayl (acoustical unit)
環|环|huan2	0	ring
環|环|huan2	1	hoop
環|环|huan2	2	loop
環|环|huan2	3	(chain) link
環|环|huan2	4	classifier for scores in archery etc
環|环|huan2	5	to surround
環|环|huan2	6	to encircle
環|环|huan2	7	to hem in
環境|环境|huan2 jing4	0	environment
環境|环境|huan2 jing4	1	circumstances
環境|环境|huan2 jing4	2	surroundings
環境|环境|huan2 jing4	3	CL:個|个[ge4]
環境|环境|huan2 jing4	4	ambient
瓦|瓦|wa3	0	roof tile
瓦|瓦|wa3	1	abbr. for 瓦特[wa3 te4]
甚至|甚至|shen4 zhi4	0	even; so much so that
生命|生命|sheng1 ming4	0	life (as the characteristic of living beings)
生命|生命|sheng1 ming4	1	living being; creature (CL:條|条[tiao2])
生活|生活|sheng1 huo2	0	to live
生活|生活|sheng1 huo2	1	life
生活|生活|sheng1 huo2	2	livelihood
生物|生物|sheng1 wu4	0	organism; living creature; life form
生物|生物|sheng1 wu4	1	(attributive) biological; bio-
生產|生产|sheng1 chan3	0	to produce; to manufacture
生產|生产|sheng1 chan3	1	to give birth to a child
產品|产品|chan3 pin3	0	goods
產品|产品|chan3 pin3	1	merchandise
產品|产品|chan3 pin3	2	product
產品|产品|chan3 pin3	3	CL:個|个[ge4]
產生|产生|chan3 sheng1	0	to arise; to come into being; to come about
產生|产生|chan3 sheng1	1	to give rise to; to bring into being; to bring about; to produce; to engender; to generate
用|用|yong4	0	to use; to make use of; to employ
用|用|yong4	1	(coverb) with; using
用|用|yong4	2	to need; to have to (usu. used in the negative or in questions)
用|用|yong4	3	usefulness; utility
用|用|yong4	4	(bound form) expense; outlay
用|用|yong4	5	(courteous) to eat; to drink
用|用|yong4	6	(literary) hence; therefore
用來|用来|yong4 lai2	0	to be used for
用於|用于|yong4 yu2	0	to use in; to use on; to use for
田|田|tian2	0	field
田|田|tian2	1	farm
田|田|tian2	2	CL:片[pian4]
由|由|you2	0	to follow
由|由|you2	1	from
由|由|you2	2	because of; due to
由|由|you2	3	by; via; through
由|由|you2	4	(before a noun and a verb) it is for ... to ...
由於|由于|you2 yu2	0	due to
由於|由于|you2 yu2	1	as a result of
由於|由于|you2 yu2	2	thanks to
由於|由于|you2 yu2	3	owing to
由於|由于|you2 yu2	4	since
由於|由于|you2 yu2	5	because
甲|甲|jia3	0	first of the ten Heavenly Stems 十天干[shi2 tian1 gan1]
甲|甲|jia3	1	(used for an unspecified person or thing)
甲|甲|jia3	2	first (in a list, as a party to a contract etc)
甲|甲|jia3	3	letter "A" or roman "I" in list "A, B, C", or "I, II, III" etc
甲|甲|jia3	4	armor plating
甲|甲|jia3	5	shell or carapace
甲|甲|jia3	6	(of the fingers or toes) nail
甲|甲|jia3	7	bladed leather or metal armor (old)
甲|甲|jia3	8	ranking system used in the Imperial examinations (old)
甲|甲|jia3	9	civil administration unit in the baojia 保甲[bao3 jia3] system (old)
甲|甲|jia3	10	ancient Chinese compass point: 75°
申請|申请|shen1 qing3	0	to apply for sth
申請|申请|shen1 qing3	1	application form (CL:份[fen4])
男|男|nan2	0	(bound form) male
男|男|nan2	1	baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]
男人|男人|nan2 ren2	0	a man
男人|男人|nan2 ren2	1	a male
男人|男人|nan2 ren2	2	men
男人|男人|nan2 ren2	3	CL:個|个[ge4]
男子|男子|nan2 zi3	0	a man; a male
男性|男性|nan2 xing4	0	the male sex
男性|男性|nan2 xing4	1	a male
界|界|jie4	0	(bound form) boundary; border
界|界|jie4	1	(bound form) realm
留|留|liu2	0	to leave (a message etc)
留|留|liu2	1	to retain
留|留|liu2	2	to stay
留|留|liu2	3	to remain
留|留|liu2	4	to keep
留|留|liu2	5	to preserve
留下|留下|liu2 xia4	0	to leave behind
留下|留下|liu2 xia4	1	to stay behind
留下|留下|liu2 xia4	2	to remain
留下|留下|liu2 xia4	3	to keep
留下|留下|liu2 xia4	4	not to let (sb) go
畢業|毕业|bi4 ye4	0	graduation
畢業|毕业|bi4 ye4	1	to graduate
畢業|毕业|bi4 ye4	2	to finish school
畫|画|hua4	0	to draw; to paint
畫|画|hua4	1	picture; painting (CL:幅[fu2],張|张[zhang1])
畫|画|hua4	2	to draw (a line) (variant of 劃|划[hua4])
畫|画|hua4	3	stroke of a Chinese character (variant of 劃|划[hua4])
畫|画|hua4	4	(calligraphy) horizontal stroke (variant of 劃|划[hua4])
異|异|yi4	0	different
異|异|yi4	1	other
