sense_uid	seq	target_entry_id	target_trad	target_simp	target_pinyin
那些|那些|na4 xie1~1	0	這些|这些|zhe4 xie1	這些	这些	zhe4 xie1
那些|那些|na4 xie1~1	1	那個|那个|na4 ge5	那個	那个	na4 ge5
那個|那个|na4 ge5~1	0	這個|这个|zhe4 ge5	這個	这个	zhe4 ge5
那樣|那样|na4 yang4~1	0	這樣|这样|zhe4 yang4	這樣	这样	zhe4 yang4
那裡|那里|na4 li5~1	0	那兒|那儿|na4 r5	那兒	那儿	na4 r5
那麼|那么|na4 me5~1	0	這麼|这么|zhe4 me5	這麼	这么	zhe4 me5
郡|郡|jun4~1	0	縣|县|xian4	縣	县	xian4
都|都|dou1~2	0	甚至|甚至|shen4 zhi4	甚至	甚至	shen4 zhi4
都|都|dou1~2	1	連|连|lian2	連	连	lian2
都|都|dou1~3	0	已經|已经|yi3 jing1	已經	已经	yi3 jing1
里|里|li3~2	0	家鄉|家乡|jia1 xiang1	家鄉	家乡	jia1 xiang1
里|里|li3~3	0	鎮|镇|zhen4	鎮	镇	zhen4
重新|重新|chong2 xin1~1	0	再|再|zai4	再	再	zai4
重複|重复|chong2 fu4~1	0	重新|重新|chong2 xin1	重新	重新	chong2 xin1
重要|重要|zhong4 yao4~1	0	主要|主要|zhu3 yao4	主要	主要	zhu3 yao4
錢|钱|qian2~2	0	兩|两|liang3	兩	两	liang3
錯誤|错误|cuo4 wu4~1	0	錯|错|cuo4	錯	错	cuo4
鍾|钟|zhong1~2	0	盅|盅|zhong1	盅	盅	zhong1
長|长|chang2~1	0	短|短|duan3	短	短	duan3
開放|开放|kai1 fang4~2	0	保守|保守|bao3 shou3	保守	保守	bao3 shou3
關於|关于|guan1 yu2~1	0	對於|对于|dui4 yu2	對於	对于	dui4 yu2
阻止|阻止|zu3 zhi3~1	0	禁止|禁止|jin4 zhi3	禁止	禁止	jin4 zhi3
附近|附近|fu4 jin4~1	0	旁邊|旁边|pang2 bian1	旁邊	旁边	pang2 bian1
除了|除了|chu2 le5~2	0	就是|就是|jiu4 shi4	就是	就是	jiu4 shi4
隨|随|sui2~1	0	跟|跟|gen1	跟	跟	gen1
隨|随|sui2~2	0	隨著|随着|sui2 zhe5	隨著	随着	sui2 zhe5
雖然|虽然|sui1 ran2~1	0	但是|但是|dan4 shi4	但是	但是	dan4 shi4
雜誌|杂志|za2 zhi4~1	0	報紙|报纸|bao4 zhi3	報紙	报纸	bao4 zhi3
離|离|li2~2	0	從|从|cong2	從	从	cong2
離|离|li2~4	0	八卦|八卦|ba1 gua4	八卦	八卦	ba1 gua4
雷|雷|lei2~1	0	閃電|闪电|shan3 dian4	閃電	闪电	shan3 dian4
需|需|xu1~1	0	需要|需要|xu1 yao4	需要	需要	xu1 yao4
需要|需要|xu1 yao4~2	0	想要|想要|xiang3 yao4	想要	想要	xiang3 yao4
非|非|fei1~1	0	不是|不是|bu4 shi4	不是	不是	bu4 shi4
非法|非法|fei1 fa3~1	0	合法|合法|he2 fa3	合法	合法	he2 fa3
靠近|靠近|kao4 jin4~1	0	接近|接近|jie1 jin4	接近	接近	jie1 jin4
頁|页|ye4~1	0	張|张|zhang1	張	张	zhang1
領導|领导|ling3 dao3~2	0	領袖|领袖|ling3 xiu4	領袖	领袖	ling3 xiu4
顆|颗|ke1~1	0	棵|棵|ke1	棵	棵	ke1
題|题|ti2~2	0	題目|题目|ti2 mu4	題目	题目	ti2 mu4
題|题|ti2~4	0	提|提|ti2	提	提	ti2
願意|愿意|yuan4 yi4~1	0	想|想|xiang3	想	想	xiang3
食|食|si4~1	0	飼|饲|si4	飼	饲	si4
食品|食品|shi2 pin3~1	0	食物|食物|shi2 wu4	食物	食物	shi2 wu4
首|首|shou3~1	0	頭|头|tou2	頭	头	tou2
高|高|gao1~1	0	矮|矮|ai3	矮	矮	ai3
高|高|gao1~2	0	低|低|di1	低	低	di1
高中|高中|gao1 zhong1~1	0	初中|初中|chu1 zhong1	初中	初中	chu1 zhong1
鬼|鬼|gui3~2	0	迷|迷|mi2	迷	迷	mi2
麥克|麦克|mai4 ke4~1	0	麥克風|麦克风|mai4 ke4 feng1	麥克風	麦克风	mai4 ke4 feng1
點|点|dian3~3	0	一點|一点|yi1 dian3	一點	一点	yi1 dian3
