sense_uid	seq	trad	simp	pinyin	target_entry_id	resolved	ex_trad	ex_simp	ex_realized	ex_spans	ex_shows	ex_shows_simp
為|为|wei2~4	0	行為	行为	xing2 wei2	行為|行为|xing2 wei2	1	他要對自己的行為負責。	他要对自己的行为负责。	行為	[[6, 8]]		
為|为|wei2~4	1	人為	人为	ren2 wei2	人為|人为|ren2 wei2	1	這次事故是人為造成的。	这次事故是人为造成的。	人為	[[5, 7]]		
為|为|wei2~4	2	為人	为人	wei2 ren2	為人|为人|wei2 ren2	1	他為人熱情，朋友很多。	他为人热情，朋友很多。	為人	[[1, 3]]		
為|为|wei2~5	0	極為	极为	ji2 wei2	極為|极为|ji2 wei2	1	安全問題極為重要。	安全问题极为重要。	極為	[[4, 6]]		
為|为|wei2~5	1	大為	大为	da4 wei2	大為|大为|da4 wei2	1	看到成績，他大為高興。	看到成绩，他大为高兴。	大為	[[6, 8]]		
為|为|wei2~5	2	廣為	广为	guang3 wei2	廣為|广为|guang3 wei2	1	這個故事在民間廣為流傳。	这个故事在民间广为流传。	廣為	[[7, 9]]		
無|无|wu2~2	0	無須	无须	wu2 xu1	無須|无须|wu2 xu1	1	這點小事無須擔心。	这点小事无须担心。	無須	[[4, 6]]		
無|无|wu2~2	1	無妨	无妨	wu2 fang2	無妨|无妨|wu2 fang2	1	你想去看看也無妨。	你想去看看也无妨。	無妨	[[6, 8]]		
無|无|wu2~2	2	無論	无论	wu2 lun4	無論|无论|wu2 lun4	1	無論多晚，他都會回家。	无论多晚，他都会回家。	無論	[[0, 2]]		
然|然|ran2~1	0	突然	突然	tu1 ran2	突然|突然|tu1 ran2	1	他突然停下來，回頭看我。	他突然停下来，回头看我。	突然	[[1, 3]]		
然|然|ran2~1	1	顯然	显然	xian3 ran2	顯然|显然|xian3 ran2	1	這件事顯然還沒有結束。	这件事显然还没有结束。	顯然	[[3, 5]]		
然|然|ran2~1	2	忽然	忽然	hu1 ran2	忽然|忽然|hu1 ran2	1	天忽然下起了大雨。	天忽然下起了大雨。	忽然	[[1, 3]]		
然|然|ran2~2	0	當然	当然	dang1 ran2	當然|当然|dang1 ran2	1	你要去的話，我當然陪你。	你要去的话，我当然陪你。	當然	[[7, 9]]		
然|然|ran2~2	1	不然	不然	bu4 ran2	不然|不然|bu4 ran2	1	快走吧，不然就遲到了。	快走吧，不然就迟到了。	不然	[[4, 6]]		
然|然|ran2~2	2	然後	然后	ran2 hou4	然後|然后|ran2 hou4	1	我們先吃飯，然後再談。	我们先吃饭，然后再谈。	然後	[[6, 8]]		
然|然|ran2~3	0	不以為然	不以为然	bu4 yi3 wei2 ran2	不以為然|不以为然|bu4 yi3 wei2 ran2	1	他聽了我的話，有點不以為然。	他听了我的话，有点不以为然。	不以為然	[[9, 13]]		
熱|热|re4~4	0	熱情	热情	re4 qing2	熱情|热情|re4 qing2	1	他對客人非常熱情。	他对客人非常热情。	熱情	[[6, 8]]		
熱|热|re4~4	1	熱心	热心	re4 xin1	熱心|热心|re4 xin1	1	王老師很熱心，常幫助學生。	王老师很热心，常帮助学生。	熱心	[[4, 6]]		
熱|热|re4~4	2	熱愛	热爱	re4 ai4	熱愛|热爱|re4 ai4	1	她從小就熱愛音樂。	她从小就热爱音乐。	熱愛	[[4, 6]]		
營|营|ying2~1	0	經營	经营	jing1 ying2	經營|经营|jing1 ying2	1	他經營一家小小的書店。	他经营一家小小的书店。	經營	[[1, 3]]		
營|营|ying2~1	1	營業	营业	ying2 ye4	營業|营业|ying2 ye4	1	這家店明天開始營業。	这家店明天开始营业。	營業	[[7, 9]]		
營|营|ying2~4	0	營造	营造	ying2 zao4	營造|营造|ying2 zao4	1	這座橋是十年前營造的。	这座桥是十年前营造的。	營造	[[7, 9]]		
營|营|ying2~4	1	營建	营建	ying2 jian4	營建|营建|ying2 jian4	1	政府正在營建一批新住宅。	政府正在营建一批新住宅。	營建	[[4, 6]]		
營|营|ying2~5	0	營利	营利	ying2 li4	營利|营利|ying2 li4	1	這個機構不以營利為目的。	这个机构不以营利为目的。	營利	[[6, 8]]		
營|营|ying2~5	1	營生	营生	ying2 sheng1	營生|营生|ying2 sheng1	1	他靠修理電器營生。	他靠修理电器营生。	營生	[[6, 8]]		
父|父|fu4~1	0	父親	父亲	fu4 qin1	父親|父亲|fu4 qin1	1	父親每天早上送我上學。	父亲每天早上送我上学。	父親	[[0, 2]]		
父|父|fu4~1	1	父母	父母	fu4 mu3	父母|父母|fu4 mu3	1	他的父母都在醫院工作。	他的父母都在医院工作。	父母	[[2, 4]]		
父|父|fu4~1	2	父子	父子	fu4 zi3	父子|父子|fu4 zi3	1	這對父子長得非常像。	这对父子长得非常像。	父子	[[2, 4]]		
父|父|fu4~2	0	伯父	伯父	bo2 fu4	伯父|伯父|bo2 fu4	1	伯父從外地回來看我們。	伯父从外地回来看我们。	伯父	[[0, 2]]		
父|父|fu4~2	1	叔父	叔父	shu1 fu4	叔父|叔父|shu1 fu4	1	我叔父下個月要結婚了。	我叔父下个月要结婚了。	叔父	[[1, 3]]		
父|父|fu4~2	2	舅父	舅父	jiu4 fu4	舅父|舅父|jiu4 fu4	1	舅父帶我去公園玩。	舅父带我去公园玩。	舅父	[[0, 2]]		
父|父|fu4~3	0	父目錄	父目录	fu4 mu4 lu4	父目錄|父目录|fu4 mu4 lu4	1	請把檔案放到父目錄裡。	请把档案放到父目录里。	父目錄	[[6, 9]]		
片|片|pian1~1	0	唱片	唱片	chang4 pian4	唱片|唱片|chang4 pian4	1	他收藏了不少老唱片。	他收藏了不少老唱片。	唱片	[[7, 9]]		
片|片|pian1~1	1	相片	相片	xiang4 pian4	相片|相片|xiang4 pian4	1	牆上掛著一張全家相片。	墙上挂着一张全家相片。	相片	[[8, 10]]		
片|片|pian4~2	0	影片	影片	ying3 pian4	影片|影片|ying3 pian4	1	這部影片講的是一個真實的故事。	这部影片讲的是一个真实的故事。	影片	[[2, 4]]		
片|片|pian4~2	1	片子	片子	pian4 zi5	片子|片子|pian4 zi5	1	他拍的片子得了獎。	他拍的片子得了奖。	片子	[[3, 5]]		
片|片|pian4~5	0	片面	片面	pian4 mian4	片面|片面|pian4 mian4	1	他的看法有些片面。	他的看法有些片面。	片面	[[6, 8]]		
片|片|pian4~5	1	片段	片段	pian4 duan4	片段|片段|pian4 duan4	1	我只記得電影的幾個片段。	我只记得电影的几个片段。	片段	[[9, 11]]		
版|版|ban3~3	0	排版	排版	pai2 ban3	排版|排版|pai2 ban3	1	這份雜誌的排版很清楚。	这份杂志的排版很清楚。	排版	[[5, 7]]		
版|版|ban3~3	1	版畫	版画	ban3 hua4	版畫|版画|ban3 hua4	1	他收集了不少版畫。	他收集了不少版画。	版畫	[[6, 8]]		
牌|牌|pai2~3	0	品牌	品牌	pin3 pai2	品牌|品牌|pin3 pai2	1	這個品牌的衣服很受歡迎。	这个品牌的衣服很受欢迎。	品牌	[[2, 4]]		
牌|牌|pai2~3	1	名牌	名牌	ming2 pai2	名牌|名牌|ming2 pai2	1	她這幾年很喜歡買名牌。	她这几年很喜欢买名牌。	名牌	[[8, 10]]		
牌|牌|pai2~4	0	詞牌	词牌	ci2 pai2	詞牌|词牌|ci2 pai2	1	老師能背出很多詞牌的名字。	老师能背出很多词牌的名字。	詞牌	[[7, 9]]		
物|物|wu4~1	0	動物	动物	dong4 wu4	動物|动物|dong4 wu4	1	這個公園裡有很多小動物。	这个公园里有很多小动物。	動物	[[9, 11]]		
物|物|wu4~1	1	食物	食物	shi2 wu4	食物|食物|shi2 wu4	1	天氣熱的時候，食物容易壞。	天气热的时候，食物容易坏。	食物	[[7, 9]]		
物|物|wu4~1	2	禮物	礼物	li3 wu4	禮物|礼物|li3 wu4	1	我買了一份禮物送給朋友。	我买了一份礼物送给朋友。	禮物	[[5, 7]]		
物|物|wu4~2	0	待人接物	待人接物	dai4 ren2 jie1 wu4	待人接物|待人接物|dai4 ren2 jie1 wu4	1	這位先生待人接物很有禮貌。	这位先生待人接物很有礼貌。	待人接物	[[4, 8]]		
物|物|wu4~2	1	恃才傲物	恃才傲物	shi4 cai2 ao4 wu4	恃才傲物|恃才傲物|shi4 cai2 ao4 wu4	1	他恃才傲物，很難跟人相處。	他恃才傲物，很难跟人相处。	恃才傲物	[[1, 5]]		
特|特|te4~1	0	特別	特别	te4 bie2	特別|特别|te4 bie2	1	他送了我一件很特別的禮物。	他送了我一件很特别的礼物。	特別	[[7, 9]]		
特|特|te4~1	1	特點	特点	te4 dian3	特點|特点|te4 dian3	1	這種材料的特點是很輕。	这种材料的特点是很轻。	特點	[[5, 7]]		
特|特|te4~1	2	特殊	特殊	te4 shu1	特殊|特殊|te4 shu1	1	這是一種特殊的情況。	这是一种特殊的情况。	特殊	[[4, 6]]		
犯|犯|fan4~3	0	罪犯	罪犯	zui4 fan4	罪犯|罪犯|zui4 fan4	1	警方抓住了那名罪犯。	警方抓住了那名罪犯。	罪犯	[[7, 9]]		
犯|犯|fan4~3	1	犯人	犯人	fan4 ren2	犯人|犯人|fan4 ren2	1	監獄裡有幾百個犯人。	监狱里有几百个犯人。	犯人	[[7, 9]]		
犯|犯|fan4~4	0	侵犯	侵犯	qin1 fan4	侵犯|侵犯|qin1 fan4	1	我們不該侵犯別人的權利。	我们不该侵犯别人的权利。	侵犯	[[4, 6]]		
犯|犯|fan4~4	1	冒犯	冒犯	mao4 fan4	冒犯|冒犯|mao4 fan4	1	他的話冒犯了在場的客人。	他的话冒犯了在场的客人。	冒犯	[[3, 5]]		
狀|状|zhuang4~1	0	形狀	形状	xing2 zhuang4	形狀|形状|xing2 zhuang4	1	這塊石頭的形狀很特別。	这块石头的形状很特别。	形狀	[[5, 7]]		
狀|状|zhuang4~1	1	奇形怪狀	奇形怪状	qi2 xing2 guai4 zhuang4	奇形怪狀|奇形怪状|qi2 xing2 guai4 zhuang4	1	他畫了一隻奇形怪狀的動物。	他画了一只奇形怪状的动物。	奇形怪狀	[[5, 9]]		
狀|状|zhuang4~2	0	狀態	状态	zhuang4 tai4	狀態|状态|zhuang4 tai4	1	他今天的狀態不太好。	他今天的状态不太好。	狀態	[[4, 6]]		
狀|状|zhuang4~2	1	狀況	状况	zhuang4 kuang4	狀況|状况|zhuang4 kuang4	1	醫生說病人的狀況已經穩定。	医生说病人的状况已经稳定。	狀況	[[6, 8]]		
狀|状|zhuang4~2	2	現狀	现状	xian4 zhuang4	現狀|现状|xian4 zhuang4	1	我們不能滿足於現狀。	我们不能满足于现状。	現狀	[[7, 9]]		
狀|状|zhuang4~3	0	不可名狀	不可名状	bu4 ke3 ming2 zhuang4	不可名狀|不可名状|bu4 ke3 ming2 zhuang4	1	他心中有一種不可名狀的不安。	他心中有一种不可名状的不安。	不可名狀	[[6, 10]]		
狀|状|zhuang4~4	0	訴狀	诉状	su4 zhuang4	訴狀|诉状|su4 zhuang4	1	律師幫他寫好了訴狀。	律师帮他写好了诉状。	訴狀	[[7, 9]]		
狀|状|zhuang4~4	1	告狀	告状	gao4 zhuang4	告狀|告状|gao4 zhuang4	1	他準備到法庭去告狀。	他准备到法庭去告状。	告狀	[[7, 9]]		
狀|状|zhuang4~5	0	獎狀	奖状	jiang3 zhuang4	獎狀|奖状|jiang3 zhuang4	1	他在牆上掛了一張獎狀。	他在墙上挂了一张奖状。	獎狀	[[8, 10]]		
獎|奖|jiang3~2	0	誇獎	夸奖	kua1 jiang3	誇獎|夸奖|kua1 jiang3	1	老師誇獎他寫的字很好看。	老师夸奖他写的字很好看。	誇獎	[[2, 4]]		
獎|奖|jiang3~2	1	嘉獎	嘉奖	jia1 jiang3	嘉獎|嘉奖|jia1 jiang3	1	這位警察受到上級的嘉獎。	这位警察受到上级的嘉奖。	嘉獎	[[9, 11]]		
獲|获|huo4~2	0	捕獲	捕获	bu3 huo4	捕獲|捕获|bu3 huo4	1	他們捕獲了一隻大魚。	他们捕获了一只大鱼。	捕獲	[[2, 4]]		
獲|获|huo4~2	1	俘獲	俘获	fu2 huo4	俘獲|俘获|fu2 huo4	1	這次戰鬥俘獲了不少敵人。	这次战斗俘获了不少敌人。	俘獲	[[4, 6]]		
率|率|lu:4~1	0	效率	效率	xiao4 lu:4	效率|效率|xiao4 lu:4	1	用了新工具，工作效率高了很多。	用了新工具，工作效率高了很多。	效率	[[8, 10]]		
率|率|lu:4~1	1	比率	比率	bi3 lu:4	比率|比率|bi3 lu:4	1	這兩種東西的比率是三比一。	这两种东西的比率是三比一。	比率	[[6, 8]]		
率|率|lu:4~1	2	利率	利率	li4 lu:4	利率|利率|li4 lu:4	1	銀行今年又調低了利率。	银行今年又调低了利率。	利率	[[8, 10]]		
率|率|shuai4~2	0	坦率	坦率	tan3 shuai4	坦率|坦率|tan3 shuai4	1	他說話一向很坦率。	他说话一向很坦率。	坦率	[[6, 8]]		
率|率|shuai4~2	1	直率	直率	zhi2 shuai4	直率|直率|zhi2 shuai4	1	我喜歡他直率的性格。	我喜欢他直率的性格。	直率	[[4, 6]]		
率|率|shuai4~3	0	輕率	轻率	qing1 shuai4	輕率|轻率|qing1 shuai4	1	這個決定下得太輕率了。	这个决定下得太轻率了。	輕率	[[7, 9]]		
率|率|shuai4~3	1	草率	草率	cao3 shuai4	草率|草率|cao3 shuai4	1	他草率地答應了這件事。	他草率地答应了这件事。	草率	[[1, 3]]		
玩|玩|wan2~2	0	玩具	玩具	wan2 ju4	玩具|玩具|wan2 ju4	1	弟弟的玩具都放在床下。	弟弟的玩具都放在床下。	玩具	[[3, 5]]		
玩|玩|wan2~2	1	玩偶	玩偶	wan2 ou3	玩偶|玩偶|wan2 ou3	1	她收集了很多可愛的玩偶。	她收集了很多可爱的玩偶。	玩偶	[[9, 11]]		
玩|玩|wan2~5	0	古玩	古玩	gu3 wan2	古玩|古玩|gu3 wan2	1	他在市場上買了幾件古玩。	他在市场上买了几件古玩。	古玩	[[9, 11]]		
現|现|xian4~1	0	現在	现在	xian4 zai4	現在|现在|xian4 zai4	1	現在的年輕人都用手機付錢。	现在的年轻人都用手机付钱。	現在	[[0, 2]]		
現|现|xian4~1	1	現代	现代	xian4 dai4	現代|现代|xian4 dai4	1	這是一部現代小說。	这是一部现代小说。	現代	[[4, 6]]		
現|现|xian4~1	2	現有	现有	xian4 you3	現有|现有|xian4 you3	1	公司現有的設備已經不夠用了。	公司现有的设备已经不够用了。	現有	[[2, 4]]		
現|现|xian4~2	0	出現	出现	chu1 xian4	出現|出现|chu1 xian4	1	天空中出現了一道彩虹。	天空中出现了一道彩虹。	出現	[[3, 5]]		
現|现|xian4~2	1	呈現	呈现	cheng2 xian4	呈現|呈现|cheng2 xian4	1	山上的景色呈現在眼前。	山上的景色呈现在眼前。	呈現	[[5, 7]]		
現|现|xian4~2	2	現身	现身	xian4 shen1	現身|现身|xian4 shen1	1	他到最後才在會場現身。	他到最后才在会场现身。	現身	[[8, 10]]		
理|理|li3~4	0	理科	理科	li3 ke1	理科|理科|li3 ke1	1	他從高中就對理科很有興趣。	他从高中就对理科很有兴趣。	理科	[[6, 8]]		
理|理|li3~4	1	理工	理工	li3 gong1	理工|理工|li3 gong1	1	他哥哥在理工大學讀書。	他哥哥在理工大学读书。	理工	[[4, 6]]		
理|理|li3~5	0	紋理	纹理	wen2 li3	紋理|纹理|wen2 li3	1	這塊木板的紋理很好看。	这块木板的纹理很好看。	紋理	[[5, 7]]		
瑞|瑞|rui4~1	0	瑞雪	瑞雪	rui4 xue3	瑞雪|瑞雪|rui4 xue3	1	今年的瑞雪讓農民很高興。	今年的瑞雪让农民很高兴。	瑞雪	[[3, 5]]		
瑞|瑞|rui4~1	1	祥瑞	祥瑞	xiang2 rui4	祥瑞|祥瑞|xiang2 rui4	1	古人把這種鳥看作祥瑞。	古人把这种鸟看作祥瑞。	祥瑞	[[8, 10]]		
用|用|yong4~5	0	費用	费用	fei4 yong4	費用|费用|fei4 yong4	1	這次旅行的費用不高。	这次旅行的费用不高。	費用	[[5, 7]]		
用|用|yong4~5	1	家用	家用	jia1 yong4	家用|家用|jia1 yong4	1	他每個月給家裡一些家用。	他每个月给家里一些家用。	家用	[[9, 11]]		
用|用|yong4~5	2	零用錢	零用钱	ling2 yong4 qian2	零用錢|零用钱|ling2 yong4 qian2	1	弟弟的零用錢都花在書上了。	弟弟的零用钱都花在书上了。	零用錢	[[3, 6]]		
甲|甲|jia3~1	0	指甲	指甲	zhi3 jia5	指甲|指甲|zhi3 jia5	1	她的指甲留得很長。	她的指甲留得很长。	指甲	[[2, 4]]		
甲|甲|jia3~1	1	指甲油	指甲油	zhi3 jia5 you2	指甲油|指甲油|zhi3 jia5 you2	1	她買了一瓶紅色的指甲油。	她买了一瓶红色的指甲油。	指甲油	[[8, 11]]		
甲|甲|jia3~3	0	盔甲	盔甲	kui1 jia3	盔甲|盔甲|kui1 jia3	1	古時候士兵打仗要穿盔甲。	古时候士兵打仗要穿盔甲。	盔甲	[[9, 11]]		
甲|甲|jia3~3	1	裝甲	装甲	zhuang1 jia3	裝甲|装甲|zhuang1 jia3	1	這輛車的裝甲很厚。	这辆车的装甲很厚。	裝甲	[[4, 6]]		
甲|甲|jia3~3	2	甲蟲	甲虫	jia3 chong2	甲蟲|甲虫|jia3 chong2	1	樹上停著一隻很大的甲蟲。	树上停着一只很大的甲虫。	甲蟲	[[9, 11]]		
甲|甲|jia3~4	0	甲子	甲子	jia3 zi3	甲子|甲子|jia3 zi3	1	老人家今年剛過了一個甲子。	老人家今年刚过了一个甲子。	甲子	[[10, 12]]		
甲|甲|jia3~5	0	保甲	保甲	bao3 jia3	保甲|保甲|bao3 jia3	1	那時候每個保甲都要出人當兵。	那时候每个保甲都要出人当兵。	保甲	[[5, 7]]		
男|男|nan2~1	0	男人	男人	nan2 ren2	男人|男人|nan2 ren2	1	那個男人是我的老師。	那个男人是我的老师。	男人	[[2, 4]]		
男|男|nan2~1	1	男孩	男孩	nan2 hai2	男孩|男孩|nan2 hai2	1	他們家生了一個男孩。	他们家生了一个男孩。	男孩	[[7, 9]]		
男|男|nan2~1	2	男性	男性	nan2 xing4	男性|男性|nan2 xing4	1	這份工作男性女性都可以做。	这份工作男性女性都可以做。	男性	[[4, 6]]		
男|男|nan2~2	0	男爵	男爵	nan2 jue2	男爵|男爵|nan2 jue2	1	這位男爵住在城外的大房子裡。	这位男爵住在城外的大房子里。	男爵	[[2, 4]]		
界|界|jie4~1	0	邊界	边界	bian1 jie4	邊界|边界|bian1 jie4	1	兩國的邊界在河的中間。	两国的边界在河的中间。	邊界	[[3, 5]]		
界|界|jie4~1	1	國界	国界	guo2 jie4	國界|国界|guo2 jie4	1	這條路正好是國界。	这条路正好是国界。	國界	[[6, 8]]		
界|界|jie4~1	2	界線	界线	jie4 xian4	界線|界线|jie4 xian4	1	地上畫了一條白色的界線。	地上画了一条白色的界线。	界線	[[9, 11]]		
界|界|jie4~2	0	各界	各界	ge4 jie4	各界|各界|ge4 jie4	1	這件事引起了各界注意。	这件事引起了各界注意。	各界	[[6, 8]]		
界|界|jie4~2	1	外界	外界	wai4 jie4	外界|外界|wai4 jie4	1	他不想聽外界的說法。	他不想听外界的说法。	外界	[[4, 6]]		
界|界|jie4~2	2	自然界	自然界	zi4 ran2 jie4	自然界|自然界|zi4 ran2 jie4	1	自然界裡有很多神奇的動物。	自然界里有很多神奇的动物。	自然界	[[0, 3]]		
異|异|yi4~1	0	差異	差异	cha1 yi4	差異|差异|cha1 yi4	1	兩種說法的差異很小。	两种说法的差异很小。	差異	[[5, 7]]		
異|异|yi4~1	1	異性	异性	yi4 xing4	異性|异性|yi4 xing4	1	他跟異性說話總是很緊張。	他跟异性说话总是很紧张。	異性	[[2, 4]]		
異|异|yi4~2	0	異國	异国	yi4 guo2	異國|异国|yi4 guo2	1	他在異國生活了十年。	他在异国生活了十年。	異國	[[2, 4]]		
異|异|yi4~2	1	異鄉	异乡	yi4 xiang1	異鄉|异乡|yi4 xiang1	1	一個人在異鄉過年很不好受。	一个人在异乡过年很不好受。	異鄉	[[4, 6]]		
異|异|yi4~3	0	奇異	奇异	qi2 yi4	奇異|奇异|qi2 yi4	1	天上出現了一片奇異的光。	天上出现了一片奇异的光。	奇異	[[7, 9]]		
異|异|yi4~3	1	異常	异常	yi4 chang2	異常|异常|yi4 chang2	1	機器的聲音有點異常。	机器的声音有点异常。	異常	[[7, 9]]		
異|异|yi4~4	0	求同存異	求同存异	qiu2 tong2 cun2 yi4	求同存異|求同存异|qiu2 tong2 cun2 yi4	1	兩邊求同存異，終於談成了。	两边求同存异，终于谈成了。	求同存異	[[2, 6]]		
當|当|dang1~3	0	當時	当时	dang1 shi2	當時|当时|dang1 shi2	1	當時我還不認識他。	当时我还不认识他。	當時	[[0, 2]]		
當|当|dang1~3	1	當地	当地	dang1 di4	當地|当地|dang1 di4	1	到了那裡要多聽當地人的意見。	到了那里要多听当地人的意见。	當地	[[7, 9]]		
當|当|dang1~3	2	當場	当场	dang1 chang3	當場|当场|dang1 chang3	1	老師當場回答了學生的問題。	老师当场回答了学生的问题。	當場	[[2, 4]]		
當|当|dang1~4	0	應當	应当	ying1 dang1	應當|应当|ying1 dang1	1	這件事你應當早點告訴我。	这件事你应当早点告诉我。	應當	[[4, 6]]		
當|当|dang1~4	1	理所當然	理所当然	li3 suo3 dang1 ran2	理所當然|理所当然|li3 suo3 dang1 ran2	1	他把別人的幫助看成理所當然。	他把别人的帮助看成理所当然。	理所當然	[[9, 13]]		
當|当|dang1~5	0	相當	相当	xiang1 dang1	相當|相当|xiang1 dang1	1	這兩個隊實力相當，比賽很好看。	这两个队实力相当，比赛很好看。	相當	[[6, 8]]		
當|当|dang1~5	1	門當戶對	门当户对	men2 dang1 hu4 dui4	門當戶對|门当户对|men2 dang1 hu4 dui4	1	舊時結婚講究門當戶對。	旧时结婚讲究门当户对。	門當戶對	[[6, 10]]		
當|当|dang1~6	0	銳不可當	锐不可当	rui4 bu4 ke3 dang1	銳不可當|锐不可当|rui4 bu4 ke3 dang1	1	他們的攻勢銳不可當，對手很快就輸了。	他们的攻势锐不可当，对手很快就输了。	銳不可當	[[5, 9]]		
當|当|dang1~6	1	勢不可當	势不可当	shi4 bu4 ke3 dang1	勢不可當|势不可当|shi4 bu4 ke3 dang1	1	時代的變化勢不可當，誰也阻止不了。	时代的变化势不可当，谁也阻止不了。	勢不可當	[[5, 9]]		
當|当|dang1~6	2	螳臂當車	螳臂当车	tang2 bi4 dang1 che1	螳臂當車|螳臂当车|tang2 bi4 dang1 che1	1	你這樣做就像螳臂當車，改變不了結果。	你这样做就像螳臂当车，改变不了结果。	螳臂當車	[[6, 10]]		
當|当|dang4~2	0	適當	适当	shi4 dang4	適當|适当|shi4 dang4	1	老師會給學生適當的幫助。	老师会给学生适当的帮助。	適當	[[6, 8]]		
當|当|dang4~2	1	恰當	恰当	qia4 dang4	恰當|恰当|qia4 dang4	1	在會議上這樣說話不太恰當。	在会议上这样说话不太恰当。	恰當	[[10, 12]]		
當|当|dang4~2	2	得當	得当	de2 dang4	得當|得当|de2 dang4	1	這次活動安排得當，沒有出問題。	这次活动安排得当，没有出问题。	得當	[[6, 8]]		
當|当|dang4~3	0	當天	当天	dang4 tian1	當天|当天|dang4 tian1	1	比賽當天，他很早就到了現場。	比赛当天，他很早就到了现场。	當天	[[2, 4]]		
當|当|dang4~3	1	當年	当年	dang4 nian2	當年|当年|dang4 nian2	1	他一月開始寫書，當年就寫完了。	他一月开始写书，当年就写完了。	當年	[[8, 10]]		
病|病|bing4~3	0	毛病	毛病	mao2 bing4	毛病|毛病|mao2 bing4	1	這臺機器最近老出毛病。	这台机器最近老出毛病。	毛病	[[8, 10]]		
病|病|bing4~3	1	語病	语病	yu3 bing4	語病|语病|yu3 bing4	1	你這句話有語病。	你这句话有语病。	語病	[[5, 7]]		
病|病|bing4~3	2	通病	通病	tong1 bing4	通病|通病|tong1 bing4	1	粗心是很多學生的通病。	粗心是很多学生的通病。	通病	[[8, 10]]		
百|百|bai3~2	0	百貨公司	百货公司	bai3 huo4 gong1 si1	百貨公司|百货公司|bai3 huo4 gong1 si1	1	我們去百貨公司買衣服。	我们去百货公司买衣服。	百貨公司	[[3, 7]]		
百|百|bai3~2	1	百般	百般	bai3 ban1	百般|百般|bai3 ban1	1	他百般解釋，還是沒人相信。	他百般解释，还是没人相信。	百般	[[1, 3]]		
的|的|di1~1	0	打的	打的	da3 di1	打的|打的|da3 di1	1	時間不多了，我們打的去機場吧。	时间不多了，我们打的去机场吧。	打的	[[8, 10]]		
的|的|di1~1	1	的哥	的哥	di1 ge1	的哥|的哥|di1 ge1	1	這位的哥每天要工作十個小時。	这位的哥每天要工作十个小时。	的哥	[[2, 4]]		
的|的|di1~1	2	摩的	摩的	mo2 di1	摩的|摩的|mo2 di1	1	他在車站門口坐上了一輛摩的。	他在车站门口坐上了一辆摩的。	摩的	[[11, 13]]		
的|的|di2~1	0	的確	的确	di2 que4	的確|的确|di2 que4	1	這個辦法的確很有用。	这个办法的确很有用。	的確	[[4, 6]]		
的|的|di4~1	0	目的	目的	mu4 di4	目的|目的|mu4 di4	1	他這麼做的目的是什麼？	他这么做的目的是什么？	目的	[[5, 7]]		
的|的|di4~1	1	目的地	目的地	mu4 di4 di4	目的地|目的地|mu4 di4 di4	1	我們終於到達了目的地。	我们终于到达了目的地。	目的地	[[7, 10]]		
的|的|di4~1	2	眾矢之的	众矢之的	zhong4 shi3 zhi1 di4	眾矢之的|众矢之的|zhong4 shi3 zhi1 di4	1	他因為這件事成了眾矢之的。	他因为这件事成了众矢之的。	眾矢之的	[[8, 12]]		
皮|皮|pi2~6	0	皮秒	皮秒	pi2 miao3	皮秒|皮秒|pi2 miao3	1	光走過這段路只要幾皮秒。	光走过这段路只要几皮秒。	皮秒	[[9, 11]]		
盤|盘|pan2~2	0	硬盤	硬盘	ying4 pan2	硬盤|硬盘|ying4 pan2	1	這臺電腦的硬盤壞了。	这台电脑的硬盘坏了。	硬盤	[[5, 7]]		
盤|盘|pan2~2	1	光盤	光盘	guang1 pan2	光盤|光盘|guang1 pan2	1	這部電影我存在光盤上了。	这部电影我存在光盘上了。	光盤	[[7, 9]]		
盤|盘|pan2~7	0	盤問	盘问	pan2 wen4	盤問|盘问|pan2 wen4	1	警察盤問了他很久。	警察盘问了他很久。	盤問	[[2, 4]]		
盤|盘|pan2~7	1	盤點	盘点	pan2 dian3	盤點|盘点|pan2 dian3	1	商店每個月都要盤點一次。	商店每个月都要盘点一次。	盤點	[[7, 9]]		
盤|盘|pan2~8	0	開盤	开盘	kai1 pan2	開盤|开盘|kai1 pan2	1	今天股市一開盤就往上走。	今天股市一开盘就往上走。	開盤	[[5, 7]]		
盤|盘|pan2~8	1	收盤	收盘	shou1 pan2	收盤|收盘|shou1 pan2	1	收盤時價格比早上低了不少。	收盘时价格比早上低了不少。	收盤	[[0, 2]]		
直|直|zhi2~4	0	正直	正直	zheng4 zhi2	正直|正直|zheng4 zhi2	1	他是個正直的人，大家都相信他。	他是个正直的人，大家都相信他。	正直	[[3, 5]]		
直|直|zhi2~4	1	理直氣壯	理直气壮	li3 zhi2 qi4 zhuang4	理直氣壯|理直气壮|li3 zhi2 qi4 zhuang4	1	她理直氣壯地說出了自己的看法。	她理直气壮地说出了自己的看法。	理直氣壯	[[1, 5]]		
直|直|zhi2~4	2	是非曲直	是非曲直	shi4 fei1 qu1 zhi2	是非曲直|是非曲直|shi4 fei1 qu1 zhi2	1	這件事的是非曲直，法官會查清楚。	这件事的是非曲直，法官会查清楚。	是非曲直	[[4, 8]]		
相|相|xiang1~1	0	互相	互相	hu4 xiang1	互相|互相|hu4 xiang1	1	同學之間要互相幫助。	同学之间要互相帮助。	互相	[[5, 7]]		
